"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.38200322598496,0.992,0.398,0,"8","Olig1"
0,4.12134566792864,0.713,0.134,0,"8","Traf4"
0,2.07592718920504,0.922,0.419,0,"8","Sox8"
0,1.78438636457077,0.607,0.151,0,"8","Plxnb3"
0,3.42253365466387,0.712,0.264,0,"8","Pcdh15"
0,0.958275313444787,0.863,0.425,0,"8","Gpr37l1"
0,1.49470298000343,0.589,0.154,0,"8","Erbb3"
0,0.606274942570638,0.734,0.363,0,"8","Erbb4"
0,1.28031891163363,0.566,0.248,0,"8","Ednrb"
0,2.23138828084078,0.278,0.06,0,"8","Calcrl"
0,2.61540636970389,0.268,0.062,0,"8","Fzd9"
0,0.865015612870262,0.424,0.245,0,"8","Timp4"
0,1.37272521801176,0.295,0.117,0,"8","Fgfrl1"
0,0.453962343242278,0.341,0.178,0,"8","Ackr3"
0,1.23858046722914,0.318,0.165,0,"8","Sstr1"
0,0.75293425865009,0.622,0.47,0,"8","Ddr1"
0,0.258311446765019,0.733,0.596,0,"8","Adora1"
0,0.549512292203293,0.745,0.616,0,"8","Adcyap1r1"
0,0.569868573038502,0.297,0.175,0,"8","Alk"
0,0.582285352710513,0.392,0.276,0,"8","Gramd3"
0,0.772010294108084,0.662,0.55,0,"8","Tjap1"
0,0.727130213589985,0.269,0.158,0,"8","S1pr5"
0,0.375281810758153,0.709,0.601,0,"8","Gprc5b"
0,0.316975466206448,0.398,0.293,0,"8","Adgra3"
0,0.835196053355959,0.316,0.224,0,"8","Lpar1"
0,0.76022446466899,0.314,0.233,0,"8","Gpr62"
0,0.552735570888887,0.291,0.221,0,"8","Ptk7"
0,0.612222658482566,0.453,0.385,0,"8","Tmem108"
0,1.70382799294176,0.877,0.824,0,"8","Cspg5"
0,0.474055702216856,0.347,0.299,0,"8","Fgfr2"
3.07627257001286e-11,0.335436629031256,0.262,0.222,1.48583965131621e-08,"8","Ephb3"
9.62207661836523e-06,0.887605649597961,0.494,0.509,0.0046474630066704,"8","Sema4d"
0,5.51153861629566,0.918,0.102,0,"9","Gpr88"
