"cell","center_x","center_y"
"cell666",789.751105509698,-3947.40657796338
"cell667",698.113103132695,-3972.84057862312
"cell668",704.485103297979,-3905.66457688063
"cell669",731.161103989929,-3986.34057897329
"cell670",689.689102914184,-4095.57718180679
"cell671",704.215103290975,-3983.47857889906
"cell672",670.465102415532,-4050.27658063173
"cell673",802.009105827659,-3931.26057754457
"cell674",764.911104865372,-3982.34457886964
"cell675",741.529104258865,-4085.37658154219
"cell676",745.633104365319,-3936.01257766783
"cell677",716.79710361734,-3950.97057805583
"cell678",692.875102996826,-4037.64058030397
"cell679",794.557105634362,-4072.25458120182
"cell680",750.27710448578,-3963.06657836959
"cell681",739.747104212642,-4047.8465805687
"cell682",731.701104003936,-3934.28457762301
"cell683",707.023103363812,-4031.86258015409
"cell684",697.249103110284,-3971.00457857549
"cell685",770.365105006844,-3990.60657908395
"cell686",722.08910375461,-4009.07457956299
"cell687",713.881103541702,-4003.40457941592
"cell688",854.59970719181,-3966.03657844663
"cell689",709.291103422642,-3920.08257725462
"cell690",731.26910399273,-3890.49057648703
"cell691",709.561103429645,-3911.49657703191
"cell692",695.143103055656,-3889.30257645622
"cell693",686.827102839947,-4008.48057954758
"cell694",823.865040622652,-4269.81351861358
"cell695",802.211040060967,-4174.23351613432
"cell696",801.725040048361,-4114.18551457673
"cell697",748.697038672864,-4183.35951637104
"cell698",775.265039362013,-4136.00151514262
"cell699",774.887039352208,-4162.94751584157
"cell700",755.17703884095,-4084.05891379528
"cell701",762.899039041251,-4160.94951578975
"cell702",789.251039724797,-4183.62951637805
"cell703",731.849038235843,-4164.891515892
"cell704",836.447040949017,-4144.80351537094
"cell705",791.627039786428,-4211.22351709381
"cell706",746.10503860563,-4184.38551639766
"cell707",815.765040412545,-4146.85551542416
"cell708",765.275039102882,-4161.75951581076
"cell709",767.327039156109,-4265.76351850852
"cell710",785.849039636552,-4262.30751841888
"cell711",796.271039906889,-4270.02951861918
"cell712",685.841037042439,-4206.63351697475
"cell713",818.087040472776,-4132.05951504037
"cell714",767.597039163113,-4135.67751513422
"cell715",725.693038076162,-4093.23351403326
"cell716",811.607040304691,-4239.41151782498
"cell717",793.031039822847,-4148.47551546618
"cell718",829.751040775329,-4100.19951421395
"cell719",741.731038492173,-4217.59551725909
"cell720",715.217037804425,-4160.57151577994
"cell721",744.377038560808,-4148.25951546058
"cell722",787.793039686978,-4228.98951755464
"cell723",824.027040626854,-4257.55551829562
"cell724",738.707038413733,-4223.31951740757
"cell725",778.07303943485,-4291.84551918507
"cell726",742.325038507581,-4126.44351489469
"cell727",801.995040055364,-4266.08751851693
"cell728",746.753038622439,-4206.79551697895
"cell729",745.025038577616,-4140.42951525748
"cell730",731.63303823024,-4214.57151718065
"cell731",772.889039300382,-4152.84951557964
"cell732",787.631039682776,-4250.04951810092
"cell733",826.079040680081,-4213.86951716244
"cell734",752.855038780719,-4238.54751780257
"cell735",718.187037881464,-4183.25151636824
"cell736",759.335038948804,-4227.74751752242
"cell737",676.877036809921,-4113.91551456973
"cell738",727.907038133591,-4146.53151541576
"cell739",780.34103949368,-4237.25151776895
"cell740",772.403039287776,-4183.79151638225
"cell741",677.255036819726,-4121.74551477283
"cell742",768.029039174318,-4278.9395188503
"cell743",732.281038247049,-4207.44351699576
"cell744",761.765039011836,-4290.38751914725
"cell745",779.747039478272,-4197.56151673943
"cell746",712.949037745595,-4130.06151498854
"cell747",657.383036304265,-4243.29951792583
"cell748",740.975038472563,-4201.77351684868
"cell749",739.733038440347,-4190.75751656294
"cell750",776.777039401233,-4107.54351440445
"cell751",729.959038186818,-4108.56951443106
"cell752",796.865039922297,-4234.60551770031
"cell753",739.463038433343,-4170.23751603067
"cell754",709.871037665755,-4295.08011926897
"cell755",789.359039727598,-4223.10351740196
"cell756",742.649038515985,-4117.64151466638
"cell757",787.091039668769,-4217.37951725349
"cell758",744.431038562208,-4100.30751421675
"cell759",774.779039349407,-4255.17951823398
"cell760",755.663038853556,-4223.64351741597
"cell761",765.059039097279,-4211.92551711202
"cell762",753.827038805932,-4155.33351564407
"cell763",798.539039965719,-4169.04951599985
"cell764",665.915036525577,-4147.28751543537
"cell765",645.179035987705,-4187.30151647329
"cell766",766.6250391379,-4192.48551660776
"cell767",655.817036263645,-4231.31151761487
"cell768",729.959038186818,-4249.18551807851
"cell769",774.401039339602,-4123.14951480925
"cell770",727.79903813079,-4288.33551909402
"cell771",784.229039594531,-4173.74751612172
"cell772",763.335352636874,-4435.55134388059
"cell773",702.585351061076,-4414.27534332871
"cell774",736.065351929516,-4302.71134043485
"cell775",751.563352331519,-4391.10934272781
"cell776",768.465352769941,-4362.48934198543
"cell777",793.575353421271,-4439.33134397864
"cell778",669.969350215048,-4373.07334225997
"cell779",844.329954737797,-4328.14534109458
"cell780",676.179350376129,-4433.33734382316
"cell781",770.193352814764,-4312.10734067857
"cell782",792.603353396058,-4348.66534162685
"cell783",806.535353757441,-4426.04734363407
"cell784",782.991353146732,-4470.16534477845
"cell785",820.035354107618,-4349.09734163806
"cell786",709.443351238966,-4471.78534482047
"cell787",811.071353875101,-4390.5693427138
"cell788",794.007353432477,-4334.46334125847
"cell789",680.769350495189,-4396.56334286928
"cell790",742.167352087796,-4419.40534346178
"cell791",722.565351579338,-4450.18534426019
"cell792",804.699353709817,-4432.20334379375
"cell793",811.449353884906,-4434.14734384418
"cell794",768.843352779746,-4396.13134285808
"cell795",805.293353725225,-4286.67334001884
"cell796",724.671351633966,-4357.79134186357
"cell797",816.201354008168,-4476.37534493953
"cell798",684.441350590438,-4476.64534494653
"cell799",804.591353707016,-4382.14534249529
"cell800",788.067353278399,-4340.07934140414
"cell801",747.351352222264,-4330.46734115481
"cell802",785.961353223771,-4319.82934087887
"cell803",740.007352031767,-4354.11934176832
"cell804",731.09735180065,-4327.01134106517
"cell805",787.257353257388,-4415.84134336933
"cell806",775.21535294503,-4403.74534305558
"cell807",657.711349897087,-4408.06534316763
"cell808",818.145354058594,-4485.60934517905
"cell809",750.429352302104,-4380.79534246027
"cell810",740.115352034569,-4365.62134206668
"cell811",800.163353592157,-4423.61734357104
"cell812",794.439353443682,-4486.41934520006
"cell813",835.047354497015,-4332.03334119543
"cell814",660.735349975526,-4463.79334461316
"cell815",707.931351199746,-4319.12734086066
"cell816",799.893353585154,-4399.37134294212
"cell817",839.151354603469,-4405.14934309199
"cell818",751.509352330118,-4430.90734376013
"cell819",748.215352244675,-4319.77534087747
"cell820",772.839352883399,-4458.39334447309
"cell821",763.227352634072,-4446.78334417194
"cell822",827.379354298115,-4286.45734001324
"cell823",734.067351877689,-4405.8513431102
"cell824",801.351353622973,-4288.34734006226
"cell825",759.825352545828,-4353.63334175572
"cell826",784.881353195757,-4482.85534510761
"cell827",762.525352615863,-4337.0553413257
"cell828",807.93935379386,-4459.31134449691
"cell829",757.071352474391,-4413.68134331331
"cell830",779.481353055686,-4488.20134524629
"cell831",774.999352939427,-4348.34134161845
"cell832",756.96335247159,-4320.31534089148
"cell833",766.683352723718,-4419.35134346038
"cell834",787.959353275597,-4450.29334426299
"cell835",813.447353936732,-4342.34734146297
"cell836",812.691353917122,-4331.16934117302
"cell837",779.04935304448,-4365.62134206668
"cell838",796.113353487104,-4300.98334039003
"cell839",845.733954774216,-4460.06734451652
"cell840",772.515352874994,-4468.11334472522
"cell841",791.901353377849,-4401.20734298974
"cell842",793.629353422672,-4288.18534005806
"cell843",704.961351122707,-4331.06134117022
"cell844",742.221352089196,-4298.6073403284
"cell845",813.447353936732,-4373.45134226978
"cell846",713.871351353824,-4330.03534114361
"cell847",780.777353089303,-4382.4153425023
"cell848",836.397354532033,-4436.2533438988
"cell849",739.845352027565,-4332.51934120804
"cell850",732.501351837069,-4430.52934375033
"cell851",687.411350667477,-4494.84334541857
"cell852",763.389352638274,-4374.69334230199
"cell853",761.607352592051,-4397.10334288329
"cell854",762.30935261026,-4349.36734164506
"cell855",817.535192988813,-4508.53234838322
"cell856",665.579189047217,-4490.87434792519
"cell857",829.307193294168,-4508.20834837481
"cell858",715.691190347075,-4559.07634969428
"cell859",751.493191275746,-4640.88635181636
"cell860",649.163188621402,-4629.1683515124
"cell861",775.037191886455,-4526.13634883985
"cell862",793.235192358494,-4595.85035064816
"cell863",809.759192787111,-4596.06635065377
"cell864",697.331189870834,-4603.08635083586
"cell865",770.501191768795,-4636.4043517001
"cell866",689.555189669132,-4547.41234939173
"cell867",750.467191249132,-4563.07234979793
"cell868",691.931189730763,-4634.67635165527
"cell869",842.693793641403,-4553.29834954441
"cell870",820.721193071455,-4675.068352703
"cell871",634.853188250214,-4655.57435219735
"cell872",819.749193046242,-4552.704349529
"cell873",776.819191932678,-4649.25635203347
"cell874",683.021189499646,-4575.9243501313
"cell875",679.349189404398,-4638.72635176033
"cell876",828.659193277359,-4597.09235068038
"cell877",842.207793628797,-4507.0743483454
"cell878",822.017193105072,-4611.40235105157
"cell879",838.64919353649,-4532.23834899813
"cell880",767.639191694558,-4676.36435273662
"cell881",806.357192698866,-4504.59034828097
"cell882",770.177191760391,-4558.96834969148
"cell883",686.963189601898,-4660.86635233462
"cell884",673.139189243317,-4645.85435194522
"cell885",843.071793651208,-4529.43034892529
"cell886",653.537188734859,-4687.38035302237
"cell887",712.019190251827,-4629.0603515096
"cell888",664.539117373526,-4803.57666330785
"cell889",798.729120854288,-4796.01666311175
"cell890",741.651119373739,-4790.40066296607
"cell891",722.913118887693,-4795.63866310194
"cell892",706.443118460476,-4793.42466304451
"cell893",701.583118334413,-4727.86866134405
"cell894",733.443119160831,-4850.71866453066
"cell895",686.301117938012,-4692.71466043219
"cell896",772.809120181948,-4867.51266496629
"cell897",684.951117902994,-4795.47666309774
"cell898",786.417120534927,-4865.24466490746
"cell899",767.031120032072,-4839.10866422951
"cell900",666.915117435157,-4812.16266353056
"cell901",696.453118201345,-4690.87866038457
"cell902",782.313120428473,-4692.01266041398
"cell903",674.043117620051,-4723.6026612334
"cell904",658.275117211044,-4784.46066281199
"cell905",717.945118758827,-4852.60866457969
"cell906",679.929117772728,-4848.07266446203
"cell907",667.293117444962,-4775.22666257247
"cell908",686.733117949218,-4744.17666176707
"cell909",718.539118774235,-4725.16866127402
"cell910",732.849119145423,-4862.54466483742
"cell911",779.07312034443,-4785.270662833
"cell912",706.875118471682,-4703.35266070813
"cell913",722.643118880689,-4833.65466408804
"cell914",746.565119501203,-4757.13666210324
"cell915",655.73711714521,-4763.72466227412
"cell916",818.871121376753,-4855.41666465253
"cell917",731.013119097799,-4793.20866303891
"cell918",739.869119327515,-4878.31266524643
"cell919",830.265121672302,-4754.7606620416
"cell920",698.019118241966,-4877.77266523242
"cell921",731.607119113207,-4813.29666355997
"cell922",796.503265939653,-5036.02283990011
"cell923",749.09126470983,-4920.67883690819
"cell924",748.443264693022,-5061.51084056124
"cell925",767.559265188873,-4890.28223611973
"cell926",713.127263776958,-4944.2768375203
"cell927",702.327263496816,-4982.77883851901
"cell928",699.897263433784,-4901.13083640113
"cell929",744.879264600575,-4898.6468363367
"cell930",738.237264428288,-4974.7328383103
"cell931",730.02926421538,-5051.0888402909
"cell932",714.423263810575,-5018.95883945748
"cell933",801.741266075522,-5002.97483904287
"cell934",745.743264622986,-5002.00283901766
"cell935",700.653263453394,-4930.12883715332
"cell936",768.747265219688,-4914.30683674291
"cell937",757.353264924139,-4973.05883826688
"cell938",696.49526334554,-4953.13283775002
"cell939",703.299263522029,-4918.08683684096
"cell940",698.223263390362,-4961.66483797133
"cell941",759.567264981568,-5023.92683958635
"cell942",751.953264784068,-4896.00083626807
"cell943",822.315266609192,-5061.24084055424
"cell944",727.599264152348,-4917.60083682835
"cell945",772.365265313536,-5061.40284055844
"cell946",787.431265704334,-4894.00283621624
"cell947",722.199264012277,-5029.00283971801
"cell948",701.625263478607,-4944.92483753711
"cell949",788.025242395699,-5254.21428174898
"cell950",811.407243002206,-5175.59027970955
"cell951",794.775242570788,-5169.48827955127
"cell952",803.469242796302,-5181.42227986082
"cell953",767.883241873235,-5195.94828023762
"cell954",769.287241909653,-5171.00027959049
"cell955",785.001242317259,-5233.69428121671
"cell956",790.40124245733,-5089.41167747416
"cell957",791.859242495149,-5266.36428206414
"cell958",790.131242450327,-5280.83628243953
"cell959",744.501241266727,-5116.67627818137
"cell960",796.935242626816,-5218.79028083012
"cell961",742.665241219103,-5099.01827772334
"cell962",795.36599368602,-5314.52434841543
"cell963",809.567994054407,-5308.96234827116
"cell964",796.013993702829,-5308.31434825435
"cell965",980.002790357918,-5764.81979487091
"cell966",979.030790332705,-5800.94579580799
"cell967",989.614790607244,-5794.4657956399
"cell968",995.122790750116,-5823.73379639909
"cell969",989.668790608644,-5706.82379336655
"cell970",999.98279087618,-5753.53379457816
"cell971",1011.10139116459,-5856.02579723671
"cell972",982.108790412545,-5706.33779335395
"cell973",933.532558564097,-5548.28724762052
"cell974",949.894558988512,-5610.71124923974
"cell975",1015.93656070158,-5615.2472493574
"cell976",934.828558597714,-5655.42325039953
"cell977",936.232558634132,-5693.65525139123
"cell978",948.328558947891,-5601.20724899322
"cell979",937.042558655143,-5573.12724826485
"cell980",917.278558142483,-5634.74124986306
"cell981",946.546558901668,-5620.59324949607
"cell982",884.662557296455,-5552.60724773258
"cell983",896.110557593405,-5559.89724792168
"cell984",981.808559816331,-5555.68524781242
"cell985",984.508559886366,-5675.13325091079
"cell986",912.958558030426,-5600.93724898621
"cell987",923.11055829376,-5514.96924675629
"cell988",936.880558650941,-5513.56524671987
"cell989",878.290557131171,-5528.03724709526
"cell990",929.96855847165,-5550.77124768496
"cell991",1012.10256060213,-5517.07524681091
"cell992",967.714559450746,-5625.39924962074
"cell993",989.476560015231,-5652.39925032109
"cell994",901.132557723671,-5512.53924669325
"cell995",910.15055795759,-5608.38924917951
"cell996",913.822558052838,-5493.15864619054
"cell997",885.252234440297,-5467.73244215176
"cell998",822.342232808471,-5344.72043896094
"cell999",988.392237115651,-5337.43043877184
"cell1000",840.324233274907,-5302.49243786559
"cell1001",874.776234168559,-5449.75044168532
"cell1002",979.752236891538,-5416.05444081128
"cell1003",943.788235958666,-5315.77643821016
"cell1004",958.530236341059,-5394.9404402636
"cell1005",842.754233337939,-5417.08044083789
"cell1006",1025.646838082,-5327.76443852112
"cell1007",841.458233304322,-5392.78044020757
